"°íÀ¯¹øÈ£","¾ğ¾î","»óÈ£¸í","ÄÜÅÙÃ÷URL","ÁÖ¼Ò","½ÅÁÖ¼Ò","ÀüÈ­¹øÈ£","À¥»çÀÌÆ®","¿î¿µ½Ã°£","¿î¿µ¿äÀÏ","ÈŞ¹«ÀÏ","±³ÅëÁ¤º¸"
"12994","ja","«è«¤«É«Ï«ó«¬«ó(æ£ëøÓöùÓË°)Íëê®","https://japanese.visitseoul.net/nature/yeouido-hangang-park-girls¡¯-generation-forest-jp/JPP012993?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP012993","150-010 «½«¦«ëã¼çµÔôøİ?æ£ëøÓöÔ× 8","07337 «½«¦«ëã¼«è«ó«É«¥«ó«İ(çµÔôøİ)?«è«¤«É«ó«í330 (æ£ëøÓöÔ×)","+82-2-3780-0561","https://hangang.seoul.go.kr/www/contents/669.do?mid=473","24ãÁÊà","","","ò¢ù»?5?àÊ¡¸«è«¤«Ê«ë¡¹?3ÛãõóÏ¢,  213m"
"27775","zh-CN","Üëß£","https://chinese.visitseoul.net/nature/Üëß£1/CNP027690?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP027690","122-807 âÏ?ëÚøÁ?Îúß£Ô×135-8 ","03424 âÏ?ëÚøÁ?à¤çé×ÕÖØ23Ê¶ 8-5 £¨áú?ŞÑ£© ","+82-2-351-6114","https://eptour.kr/v2/layout/contents_view.php?b_um=03&m_um=01&s_um=01&t_um=01","00:00~24:00","","","ò¢?6?? ?ß£ó× 4?õóÏ¢, ÷³ã«7720ÖØÍëÎß?ò¸à¹òĞÎß÷×??ó×ù»?"
"11397","zh-TW","ÔÀÓöùÓË°Íëê®","https://tchinese.visitseoul.net/nature/ÔÀÓöùÓË°Íëê®/TCP011395?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP011395"," âÏì³ã¼ÎÆòĞÏ¡í¹åÕÔ× 704-1 ÔÀÓöùÓË°Íëê®"," âÏì³ã¼ÎÆòĞÏ¡Ë°Ü«İÁÖØ139 ","+82-2-3780-0521","","24á³ãÁ","","","ò¢ôÑ7ûÜàÊ  í¹åÕó×  2ûÜõóÏ¢,  192m"
"29326","zh-CN","?ŞŞøÀò¢ù»??ïÔêÂ","https://chinese.visitseoul.net/nature/?ŞŞøÀò¢ù»??ïÔêÂ/CNP029239?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP029239","140-024 âÏ?ã¼?ß£??ß£Ô×4Ê¶4 ","04353 âÏ?ã¼?ß£??ŞíøÀÓŞÖØò¢ù»195 (?ß£Ô×4Ê¶) ","","","","","","ò¢?6?? ?ŞŞøÀó×,  115m"
"38881","ja","õÕªÎûõç¨Ô³(«ï?«ë«É«««Ã«×«í)","https://japanese.visitseoul.net/nature/õÕªÎûõç¨Ô³«ï?«ë«É«««Ã«×«í/JPP038858?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP038858"," «½«¦«ëã¼«Ş«İ(Ø«øİ)?«µ«ó«¢«à(ß¾äÛ)Ô×1730 ","03906 «½«¦«ëã¼«Ş«İ(Ø«øİ)?«ï?«ë«É«««Ã«×«í42«®«ë9-1 (?ïË÷ü?÷»07) ","","","","","",""
"36955","ja","õÕªÎûõç¨Ô³£º«Ê«à«µ«ó(Ñõß£)Ñõö°âàü»ÖØ","https://japanese.visitseoul.net/nature/õÕªÎûõç¨Ô³£ºÑõß£Ñõö°âàü»ÖØ/JPP036947?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP036947"," «½«¦«ëã¼×£ß£?×£ß£Ô×2Ê¶ß£1-3 ","04340 «½«¦«ëã¼«è«ó«µ«ó(×£ß£)?«Ê«à«µ«ó«´«ó«¦«©«ó«®«ë126 (×£ß£Ô×2Ê¶)","+82-2-2199-7623£¨×£ß£?Íëê®?ò¢Î¤£©","https://www.seoul.go.kr/storyw/autumn/list.do","","","","ò¢ù»?3?àÊ/4?àÊ¡¸«Á«å«ó«à«í¡¹?//ò¢ù»?3?àÊ¡¸«È«ó«Ç«¤«×«¯¡¹?  ªÎâàü»«Ğ«¹01Ûã(Ñõß£âàü»)ªË?ó³¡æ«Ğ«¹ïÎ¡¸«½«¦«ë«¿«ï?¡¹ù»ó³"
"36951","zh-TW","õÕô¸ßÛù£Ô³ ? Ñõß£Ñõö°âàü»ÖØ","https://tchinese.visitseoul.net/nature/õÕô¸ßÛù£Ô³-?-Ñõß£Ñõö°âàü»ÖØ/TCP036947?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP036947"," âÏì³ã¼×£ß£Ï¡×£ß£Ô×2Ê¶ß£1-3 ","04340 âÏì³ã¼×£ß£Ï¡Ñõß£Íëê®ÖØ126 (×£ß£Ô×2Ê¶) ","+82-2-2199-7623(×£ß£Ï¡ôæÍëê®Öàò¢Î¤)","https://www.seoul.go.kr/storyw/autumn/list.do","","","","ò¢ôÑ3/4ûÜàÊõ÷ÙëÖØó× // 3ûÜàÊÔÔÓŞÚ¦ó×÷³ã«01ûÜâàü»÷éŞÍ£¨Ñõß£âàü»£©£¬î¤¡ºâÏì³÷²¡»ù»ó³"
"36952","zh-CN","õÕô¸??Ô³ ? Ñõß£Ñõ?âà?ÖØ","https://chinese.visitseoul.net/nature/õÕô¸??Ô³-?-Ñõß£Ñõ?âà?ÖØ/CNP036947?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP036947"," âÏ?ã¼?ß£??ß£Ô×2Ê¶ß£1-3 ","04340 âÏ?ã¼?ß£?Ñõß£Íë?ÖØ126 ","+82-2-2199-7623","https://www.seoul.go.kr/storyw/autumn/list.do","","","","ò¢?3/4??õ÷ÙëÖØó× // 3???ÓŞ?ó×ã«ñ¦01ÖØâà?÷éŞÍ£¨Ñõß£âà?£©£¬î¤¡®âÏ?÷²¡¯ù»?"
"2191","ja","«İ«é«áÍëê®","https://japanese.visitseoul.net/nature/á¡â©Ö¤ÛÀ/JPP002189?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP002189","156-849 «½«¦«ëã¼ÔŞíÍ?ãæÓŞÛ°Ô×722 ","07062 «½«¦«ëã¼«È«ó«¸«ã«¯(ÔŞíÍ)?«è«¤«Ç«Ğ«ó«í20«®«ë33 (ãæÓŞÛ°Ô×)","+82-2-2181-1114","http://japanese.seoul.go.kr/%E7%94%9F%E6%B4%BB%E6%83%85%E5%A0%B1/%E8%87%AA%E7%84%B6%E5%90%8D%E6%89%80%E5%85%AC%E5%9C%92/%E5%85%AC%E5%9C%92/?pidx=5","Íëê®ªÏßÈãÁËÒÛ¯ «İ«é«áÍëê®ïáÚ¦ñÒó³íŞ 9:00-22:00","","","ò¢ù»?«·«ó«ê«ààÊ¡¸«İ«é«á«Ó«ç«ó«¦«©«ó¡¹?1ÛãõóÏ¢,  69m"
"3009","zh-CN","ÕªàøÓàÍë?","https://chinese.visitseoul.net/nature/ÕªàøÓàÍë?/CNP003008?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP003008","151-050 âÏ?ã¼Î®ä¿?Üåô¸Ô× 228","151-050 âÏ?ã¼Î®ä¿?ÑæàøÓÜÖØ77 ","+82-2-879-6524","http://www.gwanak.go.kr/site/gwanak/05/10503010100002016051205.jsp","24á³??Û¯","","","ò¢?2?? ÕªàøÓÜó× 4?õóÏ¢,  876m"
"2300","zh-TW","İÖÎÃô¹ç±ìíÎé","https://tchinese.visitseoul.net/nature/İÖÎÃô¹ç±ìíÎé/TCP002300?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP002300","120-132 âÏì³à¤ÓŞÚ¦Ï¡İÁÊ¥ñ¥2Ô× ç±ìíÎé","120-132 âÏì³ã¼à¤ÓŞÚ¦Ï¡İÖÎÃô¹Ê¶146 ","","","","","îïÒ´ÙíıÌ","ò¢ôÑ6ûÜàÊ  ñùß£ó×  2ûÜõóÏ¢,  221m"
"32266","zh-CN","ùşÔ×?ÖØ","https://chinese.visitseoul.net/nature/ùşÔ×?ÖØ/CNP032125?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP032125","152-901 âÏ?ã¼ÎúÖÕ?çü×³Ô×223-5  ","08358 âÏ?ã¼ÎúÖÕ?çü×ìÖØ1189(çü×³Ô×) ","","","Øßìí","","","Ëå›°7??ô¸èİó×3?õóÏ¢,470Ú·"
"22209","zh-TW","ÕŞî¦ô¹&÷©ô¹","https://tchinese.visitseoul.net/nature/ÕŞî¦ô¹÷©ô¹/TCP002429?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP002429","135-090 âÏì³ã¼Ë°ÑõÏ¡ÓŞö¹Ô×(ÕŞî¦ô¹) ¡¢âÏì³ã¼áæ÷çÏ¡ß²ï£Ô×(÷©ô¹) ","  ","+82-2-2155-7153","http://www.seocho.go.kr/site/seocho/04/10405011000002015070703.jsp","","","","ò¢ôÑâ©ìÒİÎÓĞàÊ/3ûÜàÊ Ô³ÍÛó× 3ûÜõóÏ¢£¬564m"
"23819","zh-CN","ÕŞî¦ô¹&÷©ô¹","https://chinese.visitseoul.net/nature/ÕŞî¦ô¹÷©ô¹1/CNP002429?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP002429","135-090 âÏ?ã¼Ë°Ñõ?ÓŞö¹Ô×(ÕŞî¦ô¹) ¡¢âÏ?ã¼áæ÷ç?ß²ï£Ô×(÷©ô¹) ","  ","+82-2-2155-7153","http://www.seocho.go.kr/site/seocho/04/10405011000002015070703.jsp","","","","ò¢?â©ìÒİÎÓĞ?/3?? Ô³ÍÛó× 3?õóÏ¢£¬564m"
"2159","zh-TW","ØŞúÍã¼ÚÅñı×ù?","https://tchinese.visitseoul.net/nature/ÕŞî¦ã¼ÚÅñı×ù/TCP002156?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP002156","137-130 âÏì³ã¼ßúõ®Ï¡åĞî¦Ô× 236-","137-130 âÏì³ã¼ßúõ®Ï¡ØŞúÍÖØ99 ","+82-2-575-3895","http://parks.seoul.go.kr/template/sub/citizen.do","00:00 ~ 24:00","Øßìí","","ò¢ôÑãæİÎÓĞàÊ ÕŞî¦ã¼ÚÅßµ×ùó× 5ûÜõóÏ¢,  494m"
"2157","zh-CN","ØŞ?ã¼ÚÅñı×ù?","https://chinese.visitseoul.net/nature/ÕŞî¦ã¼ÚÅ?×ù/CNP002156?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP002156","137-130 âÏ?ã¼ßúõ®?åĞî¦2Ô× 236-","137-130 âÏ?ã¼ßúõ®?ØŞ?ÖØ99 ","+82-2-575-3895","http://parks.seoul.go.kr/template/sub/citizen.do","00:00 ~ 24:00","Øßìí","","ò¢?ãæİÎÓÒ? ÕŞî¦ã¼ÚÅñı×ùó× 5?õóÏ¢,  494m"
"37693","zh-TW","ò¹åÕß£","https://tchinese.visitseoul.net/nature/ò¹åÕß£/TCP037532?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP037532"," âÏì³åÕô¹Ï¡ãæêÅÔ× ","08037 âÏì³åÕô¹Ï¡ãæêÅÔ× ","","","","","","ò¢ôÑ2ûÜàÊ ãæïÍä¨í®ÖØÏ¢ó×, ÷³ã«98ûÜÍëó³ò¸ãæïÍIpenhouse1ÔÖÍëéÕó×£¬332m"
"23826","zh-CN","ûØê«ô¸ÙşéÔñµÎ¡??","https://chinese.visitseoul.net/nature/ûØê«éÔñµ?Îè/CNP002275?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP002275","139-863 âÏ?ã¼ûØê«?ñéÍ¢Ô×507-1 ","01779 âÏ?ã¼ûØê«??ìéÖØ205Ê¶13 ","+82-2-971-6232","https://www.nowoncosmos.or.kr/","9:30~17:30 (*ï¸ò­5:00õÌı¨ìı?) ñ²çé¡¢ñ²×¿å¨??? 19:30~21:00","","Øßñ²ìé¡¢1êÅ1ìí¡¢õğ?ĞàñéõÕ?ìí","ò¢?7?? ù»Í¢ó× 6?õóÏ¢,  501m"
"35640","zh-TW","ü£ÕÆ÷»ôÑÔ³Íëê®","https://tchinese.visitseoul.net/nature/ü£ÕÆ÷»ôÑÔ³Íëê®/TCP035622?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP035622"," âÏì³ã¼ÖÖê«Ï¡Íî×ÕÔ×29-51 ","01802 âÏì³ã¼ÖÖê«Ï¡ü£ÕÆÖØ608 (Íî×ÕÔ×) ","","","24á³ãÁ",""," Ò´ñéÙíıÌ","ò¢ôÑ6ûÜàÊ ü£?÷»ó× 4ûÜõóÏ¢,  857m"
"35754","ja","«Õ«¡«é«ó«Ç(ü£?÷»)?Ô³Íëê®","https://japanese.visitseoul.net/nature/ü£?÷»?Ô³Íëê®/JPP035622?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP035622"," «½«¦«ëã¼ÖÖê«?Íî×ÕÔ×29-51 ","01802 «½«¦«ëã¼«Î«¦«©«ó(ÖÖê«)?«Õ«¡«é«ó«í608 (Íî×ÕÔ×)","","","24ãÁÊà?åö","","Ò´ñéÙíıÌ","ò¢ù»?6?àÊ¡¸«Õ«¡«é«ó«Ç¡¹?4ÛãõóÏ¢,  857m"
"35652","zh-CN","ü£?÷»?Ô³Íë?","https://chinese.visitseoul.net/nature/ü£?÷»?Ô³Íë?/CNP035622?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP035622"," âÏ?ã¼ûØê«?Íî×ÕÔ×29-51 ","01802 âÏ?ã¼ûØê«?Íî×ÕÔ×ü£?ÖØ608 ü£?÷»?Ô³Íë?","","","24á³?","","îïÒ´ÙéıÌ","ò¢?6?? ü£?÷»ó× 4?õóÏ¢,  857m "
"23454","zh-CN","ü£?ÖØÕª?Ê¶","https://chinese.visitseoul.net/nature/ü£?ÖØÕª?Ê¶/CNP008020?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP008020","139-240 âÏ?ã¼ûØê«?Íî×ÕÔ×  ??ŞÍÎ¯?Îèñ²?","01805 âÏ?÷å?ã¼ûØê«?Íî×ÕÔ×??ŞÍÎ¯?Îèìé? ","+82-02-120","","","","","ò¢?6?? ü£?÷»ó× 4?õóÏ¢,  858m"
"21835","zh-TW","ü£?ÖØÕªç¨Ê¶","https://tchinese.visitseoul.net/nature/ü£?ÖØÕªç¨Ê¶/TCP008020?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP008020","139-240 âÏì³ã¼ÖÖê«Ï¡Íî×ÕÔ× ×ÁÏÚŞÍÎ¯ùÊÎèìéÓá","01805 âÏì³ã¼ÖÖê«Ï¡Íî×ÕÔ××ÁÏÚŞÍÎ¯ùÊÎèìéÓá ","+82-2-120","","","","","ò¢ôÑ6ûÜàÊ ü£?÷»ó× 4ûÜõóÏ¢,  858m"
"3012","zh-TW","ÕªàøÓÜÍëê®","https://tchinese.visitseoul.net/nature/ÕªàøÓÜÍëê®/TCP003008?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP003008","151-050 âÏì³Î®ä¿Ï¡Üåô¸Ô× 228","151-050 âÏì³ã¼Î®ä¿Ï¡ÑæàøÓÜÖØ77 ","+82-2-879-6524","http://www.gwanak.go.kr/site/gwanak/05/10503010100002016051205.jsp","24á³ãÁËÒÛ¯","","","ò¢ôÑ2ûÜàÊ ÕªàøÓÜó× 4ûÜõóÏ¢,  876m"
"3832","zh-CN","?ô¸Íë? ","https://chinese.visitseoul.net/nature/?ô¸Íë?/CNP003830?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP003830","103900 âÏ?Ø«øİ?ß¾äÛÔ× 482","03900 âÏ?ã¼Ø«øİ?ô¸ÍöÍë?ÖØ95 ","+82-2-300-5501","http://parks.seoul.go.kr/template/sub/worldcuppark.do","05:00 - 20:30 (KST) (Øß?êÅêóá¶ÜôÔÒ)  ?ï×??ÍÅêÅÓø?Ê¾øú?ó×¡£","","","ò¢?6?? á¦Í£ÛÊ?Ğü?ó×1?õóÏ¢Ëå›°??ÓÛÜÆ??øù??803m ò¢?6 ?? á¦Í£ÛÊ?ëÀ?ó× 1 ?õóÏ¢Ëå›°ô¸ÍöÍë?? 1.9 km"
"49604","en","Choansan Neighborhood Park Barefoot Loess Trail","https://english.visitseoul.net/nature/ChoansanPark-RedClayTrail/ENP9l9dhu?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP9l9dhu"," 677, Chang-dong, Dobong-gu, Seoul ","01483 677, Chang-dong, Dobong-gu, Seoul ","ParksandLeisureDivision02-2091-3754","","","","","Subway Line 4, Ssangmun Station, Exit 1, 619m "
"39629","en","Chundangji Pond","https://english.visitseoul.net/nature/Chundangji-Pond/ENP039629?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP039629"," 2-1, Waryong-dong, Jongno-gu, Seoul, Korea ","03072 185, Changgyeonggung-ro, Jongno-gu, Seoul, Korea (¿Í·æµ¿, Ã¢°æ±Ã) ","+82-2-762-4868","https://royal.khs.go.kr/ENG/contents/E103010000.do","Daily 09:00 - 21:00 (Last entry at 20:00) ","","Every Monday (if the closed day falls on a public holiday, it will be closed the following day)","Subway Line 4  Hyehwa Station  Exit 4,  994m"
"19541","ja","êĞäÌÜş?ÑÀåãªÎò¢?","https://japanese.visitseoul.net/nature/Comfort-Women-Memorial-Park-JP/JPP019540?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP019540","100-250 «½«¦«ëã¼ñé?éıíŞÔ× 2-1 «½«¦«ë?ùêÛÁî¬«»«ó«¿?","04628 «½«¦«ëã¼ñé?«È«§«²«í26«¬«®«ë6 (éıíŞÔ×)«½«¦«ë?ùêÛÁî¬«»«ó«¿?","","","","","","ò¢ù»?4?àÊ¡¸«ß«ç«ó«É«ó¡¹? 1ÛãõóÏ¢,  511m"
"24007","en","Gocheok Neighborhood Park","https://english.visitseoul.net/nature/Gocheok-Neighborhood-Park/ENP002269?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP002269","152-080 San 9-14, Gocheok 2-dong, Guro-gu, Seoul ","08239 31, Gocheok-ro 45-gil, Guro-gu, Seoul ","","","","","","Subway Line 1  Gaebong Station  Exit 2,  1.4km"
"2045","zh-TW","ûó×Õ×ù(ûó×Õâ§ÙÊê®)","https://tchinese.visitseoul.net/nature/ûó×Õ×ù/TCP002029?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP002029","130-712 âÏì³ã¼ÔÔÓŞÚ¦Ï¡ôèÕØ×ìÔ×207 ","02455 âÏì³ã¼ÔÔÓŞÚ¦Ï¡üŞĞñÖØ57 ","+82-2-961-2777","http://eng-nifos.forest.go.kr/kfsweb/kfi/kfs/cms/cmsView.do?cmsId=FC_002150&mn=UEFR_04_02_02","[ßµ×ùÓôÕÂ] øÁìí(ñÎì£~çé) 10:30¡¢13:30¡¢15:30 (KST) ñÎØÇ(3~11êÅ) 10:30¡¢14:00 (KST) [ñÎØÇ í»ë¦óÑÎº] ù¾Ìù 09:00 - 18:00 (KST) ÔÏÌù 09:00 - 17:00 (KST)","ñÎì£~ñÎìí","ñÎìé¡¢51ÖÌÔÑï½¡¢ñÎìíì¤èâîÜÏĞïÒÊ£ìí","ò¢ôÑ6ûÜàÊ ÍÔÕòÓŞùÊó× 3ûÜõóÏ¢,  636m"
"22372","zh-TW","ÖÖê«ô¸ÙşéÔñµÎ¡ùÊÎ½ ","https://tchinese.visitseoul.net/nature/ÖÖê«éÔñµùÊÎè/TCP002275?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP002275","139-863 âÏì³ã¼ÖÖê«Ï¡ñéÍ¢Ô×507-1 ","01779 âÏì³ã¼ÖÖê«Ï¡ÔÔìéÖØ205Ê¶13 ","+82-2-971-6232","https://www.nowoncosmos.or.kr/","ß¾çí 9:30 ~ ù»çí 5:30 (*Ê¦ò¸5ïÇîñìıíŞ)  ñÎçé¡¢ñÎ×¿å¨ÊàÎºö´ 19:30 ~ 21:00 ","ìéÚõÎºÕÂ ñÎì£~ñÎìí ô¸ÙşÎ½å¨ÊàÎºö´ ñÎçé~ñÎìí","ñÎìé¡¢1êÅ1ìí¡¢õğï½Ó×ô¸¡¢ñéõÕÓ×ô¸","ò¢ôÑ7ûÜàÊ ù»Í¢ó× 6ûÜõóÏ¢,  501m"
"29943","zh-CN","œüêÂ?Ë°Íë?","https://chinese.visitseoul.net/nature/œüêÂ?Ë°Íë?/CNP002909?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP002909","137-030 âÏ?ã¼ßúõ®?œüêÂÔ×121 ","06513 âÏ?ã¼ßúõ®?œüêÂÖØ221-124 (œüêÂÔ×) ","+82-2-3780-0531","https://hangang.seoul.go.kr/archives/46678","","","","ò¢?3?? œüêÂó× 4?õóÏ¢,  1.2km "
"49582","zh-CN","õ¢äÌß£ĞÎ?Íë?îåÊÅ?÷ÏÖØ","https://chinese.visitseoul.net/nature/ChoansanPark-RedClayTrail/CNP9l9dhu?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP9l9dhu"," âÏ?ã¼Ô³Üè??Ô×677 ","01483 âÏ?ã¼Ô³Üè??Ô×677 ","Íë?ıÌ?Î¡02-2091-3754","","","","","ò¢?4????ó×1?õóÏ¢£¬619m"
"49583","zh-TW","õ¢äÌß£İñ?Íëê®îå?üÜ÷ÏÜÆÔ³","https://tchinese.visitseoul.net/nature/ChoansanPark-RedClayTrail/TCP9l9dhu?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP9l9dhu"," âÏì³÷åÜ¬ã¼Ô³ÜçÏ¡óÚÔ×677 ","01483 âÏì³÷åÜ¬ã¼Ô³ÜçÏ¡óÚÔ×677 ","Íëê®ıÌùÙÎ¡02-2091-3754","","","","","ò¢ôÑ4ûÜàÊäªÚ¦ó×1ûÜõóÏ¢£¬619m"
"6604","zh-CN","÷Ïàòß£àòß¤ÜÆÖØ","https://chinese.visitseoul.net/nature/÷Ïàòß£àòß¤ÜÆÖØ/CNP006603?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP006603"," âÏ?÷å?ã¼áæ÷ç?Û»ëñÔ× 88-3  ?×ùù¯ĞºÍë?","05540 âÏ?ã¼áæ÷ç??×ùù¯ĞºÖØ424£¨?×ùù¯ĞºÍë?£© ","+82-2-2147-2000","","","","","ò¢?8?? ?õ½÷Ïàòó×  1?õóÏ¢,  341m"
"93","zh-TW","?Í¢ô¹","https://tchinese.visitseoul.net/nature/?Í¢ô¹-Cheonggyecheon/TCP000034?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP000034","110-110 âÏì³ñ£ÖØÏ¡ßú×øÔ×a 146","03187 âÏì³ã¼ñ£ÖØÏ¡?Í¢ô¹ÖØ 37 ","+82-2-2290-6114","https://www.sisul.or.kr/open_content/cheonggye/","","","","ò¢ôÑ1/2ûÜàÊ ã¼ôæó× 4ûÜõóÏ¢,  384m"
"29865","zh-TW","íÙãøùÓË°Íëê®","https://tchinese.visitseoul.net/nature/íÙãøùÓË°Íëê®/TCP004023?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP004023","138-220 âÏì³ã¼áæ÷çÏ¡íÙãøÔ×1-1 ","138-220 âÏì³ã¼áæ÷çÏ¡ùÓÊ¢ÕÀÖØ65  (íÙãøÔ×) ","+82-2-3780-0511","https://tchinese.seoul.go.kr/Ü×Ùâ/Ùşûù/Ë°/2-íÙãø/","24á³ãÁ","","","ò¢ôÑ2/8ûÜàÊ íÙãøó× 5ûÜõóÏ¢,  1.4km"
"30233","zh-TW","à¤á³Ú¦ÕöŞÈÍëê®","https://tchinese.visitseoul.net/nature/à¤á³Ú¦ÕöŞÈÍëê®/TCP029945?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP029945","100-142 âÏì³ã¼ñéÏ¡ëùñ¶ÖØ2Ê¶16-72 ","04510 âÏì³ã¼ñéÏ¡öÒø«ÖØ5 ","+82-2-3147-2401~2","https://www.seosomun.org/retrieveContents.do?mCode=111","ÚÏÚªÎ½ 09:30~17:30  Íëê® 24á³ãÁËÒÛ¯","","ÚÏÚªÎ½ñÎìéıÌÎ½","ò¢ôÑ2/5ûÜàÊ õ÷ïáÖØó× 4ûÜõóÏ¢,  477m"
"4925","zh-TW","à¤âÏì³ûÉâ©Íëê®","https://tchinese.visitseoul.net/nature/à¤âÏì³ûÉâ©Íëê®/TCP004924?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP004924"," 15882 âÏì³ã¼åÕô¹Ï¡ãæêÅÔ×ß£68-3 ","07916 âÏì³ã¼åÕô¹Ï¡Ñõİ»âàü»ÖØ64Ê¶26 ","+82-2-2604-3004","http://parks.seoul.go.kr/template/sub/lakepark.do","24á³ãÁËÒÛ¯","","îïÒ´ÙíıÌ","ò¢ôÑ2/5ûÜàÊ ıìíÎß£ó× 4ûÜõóÏ¢,  ÷³ã«653ûÜÊÏàÊÍëó³£¬ò¸à¤âÏì³ûÉâ©Íëê®ÍëÎßó³ó×ù»ó³ı­,  149m"
"3598","zh-CN","Ô³Üèß£ ","https://chinese.visitseoul.net/nature/Ô³Üèß£/CNP003598?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP003598","132-010 âÏ?Ô³Üè?Ô³ÜèÔ× ÌÈÑ²?ïÙİ¤ã¼£¬?ñ¶ã¼??Øüìé?","132-010 âÏ?Ô³Üè?Ô³ÜèÔ× ÌÈÑ²?ïÙİ¤ã¼£¬?ñ¶ã¼??Øüìé?","+82-2-954-2566","https://tour.dobong.go.kr/Contents.asp?code=10006251","07:30 ~ 18:00£¨3êÅò¸10êÅ£© 08:00 ~ 17:00£¨11êÅò¸2êÅ £©","Øßìí","Ò´ñéÙéıÌ","ò¢?1/7?? Ô³Üèß£ó× 1?õóÏ¢,  552m"
"27724","ja","«¢«Á«ã«µ«ó(ä±ó«ß£)","https://japanese.visitseoul.net/nature/«¢«Á«ã«µ«ó-ä±ó«ß£/JPP027689?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP027689","143-816 «½«¦«ëã¼?òĞ?ÎúëñÔ× 3-19","04948 «½«¦«ëã¼«¯«¡«ó«¸«ó(?òĞ)?«è«ó«Õ«¡«µ«í135 (ÎúëñÔ×)«¢«Á«ã«µ«ó(ä±ó«ß£)Ôôß£Ï¢ìıÏ¢","+82-2-450-1395","","24ãÁÊà","?ìí","","ò¢ù»?5?àÊ¡¸«¢«Á«ã«µ«ó¡¹?2ÛãõóÏ¢,  1km  ò¢ù»?5?àÊ¡¸«¯«¡«ó«Ê«ë¡¹?1ÛãõóÏ¢,  1.1km"
"4401","zh-TW","Î®ä¿ß£","https://tchinese.visitseoul.net/nature/Î®ä¿ß£-°ü¾Ç»ê/TCP004398?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP004398","151-019 âÏì³ã¼Î®ä¿Ï¡ÓŞùÊÔ× ","08826 âÏì³ã¼Î®ä¿Ï¡ÓŞùÊÔ× ","","http://www.gwanak.go.kr/site/gwanak/05/10503020100002016051205.jsp","24á³ãÁËÒÛ¯","","","ò¢ôÑ×ùàÊ  Î®ä¿ß£ó×  1ûÜõóÏ¢,  70m"
"4400","zh-CN","Î®ä¿ß£","https://chinese.visitseoul.net/nature/Î®ä¿ß££¨°ü¾Ç»ê£©/CNP004398?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP004398","151-019 âÏ?ã¼Î®ä¿?ÓŞ?Ô× -","08826 âÏ?ã¼Î®ä¿?ÓŞ?Ô× ","","http://www.gwanak.go.kr/site/gwanak/05/10503020100002016051205.jsp","","","","ò¢?ãæ×ù?  Î®ä¿ß£ó×  1?õóÏ¢, 70m"
